"TIME","GEO","UNIT","Value","Flag and Footnotes"
"2013","Malta","Million euro","7,632.34",""
"2013","Malta","Million euro","7,632.34",""
"2013","Extra-Regio NUTS 1","Million euro","14.97",""
"2013","Extra-Regio NUTS 2","Million euro","14.97",""
"2013","Netherlands","Million euro","660,463",""
"2013","Noord-Nederland","Million euro","59,945.23",""
"2013","Groningen","Million euro","27,919.3",""
"2013","Friesland (NL)","Million euro","18,068.5",""
"2013","Drenthe","Million euro","13,957.43",""
"2013","Oost-Nederland","Million euro","113,557.56",""
"2013","Overijssel","Million euro","36,283.34",""
"2013","Gelderland","Million euro","65,765.91",""
"2013","Flevoland","Million euro","11,508.31",""
"2013","West-Nederland","Million euro","349,776.23",""
"2013","Utrecht","Million euro","60,623.76",""
"2013","Noord-Holland","Million euro","135,055.27",""
"2013","Zuid-Holland","Million euro","142,384.89",""
"2013","Zeeland","Million euro","11,712.31",""
"2013","Zuid-Nederland","Million euro","131,912.1",""
"2013","Noord-Brabant","Million euro","94,943.59",""
"2013","Limburg (NL)","Million euro","36,967.41",""
"2013","Extra-Regio NUTS 1","Million euro","5,271.87",""
"2013","Extra-Regio NUTS 2","Million euro","5,271.87",""
"2013","Austria","Million euro","323,910.2",""
"2013","Ostösterreich","Million euro","141,127.14",""
"2013","Burgenland (AT)","Million euro","7,539.32",""
"2013","Niederösterreich","Million euro","50,470.13",""
"2013","Wien","Million euro","83,117.69",""
"2013","Südösterreich","Million euro","59,211.38",""
"2013","Kärnten","Million euro","17,907.85",""
"2013","Steiermark","Million euro","41,303.53",""
"2013","Westösterreich","Million euro","123,447.11",""
"2013","Oberösterreich","Million euro","55,424.89",""
"2013","Salzburg","Million euro","23,965.79",""
"2013","Tirol","Million euro","28,939.63",""
"2013","Vorarlberg","Million euro","15,116.8",""
"2013","Extra-Regio NUTS 1","Million euro","124.57",""
"2013","Extra-Regio NUTS 2","Million euro","124.57",""
"2013","Poland","Million euro","394,733.77",""
"2013","Makroregion Poludniowy","Million euro","79,678.19",""
"2013","Malopolskie","Million euro","30,521.54",""
"2013","Slaskie","Million euro","49,156.65",""
"2013","Makroregion Pólnocno-Zachodni","Million euro","61,470.57",""
"2013","Wielkopolskie","Million euro","38,071.01",""
"2013","Zachodniopomorskie","Million euro","14,685.14",""
"2013","Lubuskie","Million euro","8,714.42",""
"2013","Makroregion Poludniowo-Zachodni","Million euro","41,724.99",""
"2013","Dolnoslaskie","Million euro","33,415.52",""
"2013","Opolskie","Million euro","8,309.47",""
"2013","Makroregion Pólnocny","Million euro","50,859.12",""
"2013","Kujawsko-Pomorskie","Million euro","17,598.71",""
"2013","Warminsko-Mazurskie","Million euro","10,618.96",""
"2013","Pomorskie","Million euro","22,641.18",""
"2013","Makroregion Centralny","Million euro","33,581.9",""
"2013","Lódzkie","Million euro","24,084.14",""
"2013","Swietokrzyskie","Million euro","9,497.76",""
"2013","Makroregion Wschodni","Million euro","40,127.18",""
"2013","Lubelskie","Million euro","15,673.51",""
"2013","Podkarpackie","Million euro","15,510.34",""
"2013","Podlaskie","Million euro","8,943.06",""
"2013","Makroregion Województwo Mazowieckie","Million euro","87,292.07",""
"2013","Warszawski stoleczny","Million euro","66,759.93",""
"2013","Mazowiecki regionalny","Million euro","20,532.14",""
"2013","Portugal","Million euro","170,492.3",""
"2013","Continente","Million euro","162,669.01",""
"2013","Norte","Million euro","49,469.02",""
"2013","Algarve","Million euro","7,198.63",""
"2013","Centro (PT)","Million euro","32,218.97",""
"2013","Área Metropolitana de Lisboa","Million euro","62,873.08",""
"2013","Alentejo","Million euro","10,909.3",""
"2013","Região Autónoma dos Açores (PT)","Million euro","3,667.87",""
"2013","Região Autónoma dos Açores (PT)","Million euro","3,667.87",""
"2013","Região Autónoma da Madeira (PT)","Million euro","4,036.48",""
"2013","Região Autónoma da Madeira (PT)","Million euro","4,036.48",""
"2013","Extra-Regio NUTS 1","Million euro","118.94",""
"2013","Extra-Regio NUTS 2","Million euro","118.94",""
"2013","Romania","Million euro","143,801.63",""
"2013","Macroregiunea unu","Million euro","31,991.55",""
"2013","Nord-Vest","Million euro","16,127.1",""
"2013","Centru","Million euro","15,864.45",""
"2013","Macroregiunea doi","Million euro","30,951.06",""
"2013","Nord-Est","Million euro","14,755.94",""
"2013","Sud-Est","Million euro","16,195.11",""
"2013","Macroregiunea trei","Million euro","56,264.2",""
"2013","Sud - Muntenia","Million euro","17,507.8",""
"2013","Bucuresti - Ilfov","Million euro","38,756.39",""
"2013","Macroregiunea patru","Million euro","24,478.66",""
"2013","Sud-Vest Oltenia","Million euro","10,837.65",""
"2013","Vest","Million euro","13,641",""
"2013","Extra-Regio NUTS 1","Million euro","116.17",""
"2013","Extra-Regio NUTS 2","Million euro","116.17",""
"2013","Slovenia","Million euro","36,454.33",""
"2013","Slovenija","Million euro","36,454.33",""
"2013","Vzhodna Slovenija","Million euro","16,096.86",""
"2013","Zahodna Slovenija","Million euro","20,357.47",""
"2013","Slovakia","Million euro","74,354.85",""
"2013","Slovensko","Million euro","74,354.85",""
"2013","Bratislavský kraj","Million euro","21,261.15",""
"2013","Západné Slovensko","Million euro","23,447.19",""
"2013","Stredné Slovensko","Million euro","14,563.33",""
"2013","Východné Slovensko","Million euro","15,083.18",""
"2013","Finland","Million euro","204,321",""
"2013","Manner-Suomi","Million euro","202,912.69",""
"2013","Länsi-Suomi","Million euro","46,129.17",""
"2013","Helsinki-Uusimaa","Million euro","78,508.63",""
"2013","Etelä-Suomi","Million euro","38,183.57",""
"2013","Pohjois- ja Itä-Suomi","Million euro","40,091.31",""
"2013","Åland","Million euro","1,344.02",""
"2013","Åland","Million euro","1,344.02",""
"2013","Extra-Regio NUTS 1","Million euro","64.29",""
"2013","Extra-Regio NUTS 2","Million euro","64.29",""
"2013","Sweden","Million euro","440,191.18",""
"2013","Östra Sverige","Million euro","201,131.63",""
"2013","Stockholm","Million euro","137,178.95",""
"2013","Östra Mellansverige","Million euro","63,952.68",""
"2013","Södra Sverige","Million euro","171,184.87",""
"2013","Småland med öarna","Million euro","31,960.38",""
"2013","Sydsverige","Million euro","55,238.59",""
"2013","Västsverige","Million euro","83,985.9",""
"2013","Norra Sverige","Million euro","67,761.12",""
"2013","Norra Mellansverige","Million euro","30,848.52",""
"2013","Mellersta Norrland","Million euro","14,762.88",""
"2013","Övre Norrland","Million euro","22,149.72",""
"2013","Extra-Regio NUTS 1","Million euro","113.56",""
"2013","Extra-Regio NUTS 2","Million euro","113.56",""
"2013","United Kingdom","Million euro","2,098,425.69",""
"2013","North East (UK)","Million euro","63,085.93",""
"2013","Tees Valley and Durham","Million euro","26,666.86",""
"2013","Northumberland and Tyne and Wear","Million euro","36,417.75",""
"2013","North West (UK)","Million euro","199,767.26",""
"2013","Cumbria","Million euro","14,042.55",""
"2013","Greater Manchester","Million euro","77,294.71",""
"2013","Lancashire","Million euro","36,970.53",""
"2013","Cheshire","Million euro","34,602.4",""
"2013","Merseyside","Million euro","36,858.39",""
"2013","Yorkshire and The Humber","Million euro","138,124.64",""
"2013","East Yorkshire and Northern Lincolnshire","Million euro","22,608.71",""
"2013","North Yorkshire","Million euro","23,344.88",""
"2013","South Yorkshire","Million euro","30,714.45",""
"2013","West Yorkshire","Million euro","61,456.6",""
"2013","East Midlands (UK)","Million euro","122,447.49",""
"2013","Derbyshire and Nottinghamshire","Million euro","55,480.21",""
"2013","Leicestershire, Rutland and Northamptonshire","Million euro","49,676.64",""
"2013","Lincolnshire","Million euro","17,290.65",""
"2013","West Midlands (UK)","Million euro","150,566.89",""
"2013","Herefordshire, Worcestershire and Warwickshire","Million euro","39,493.02",""
"2013","Shropshire and Staffordshire","Million euro","38,300.38",""
"2013","West Midlands","Million euro","72,773.49",""
"2013","East of England","Million euro","172,699.34",""
"2013","East Anglia","Million euro","70,579.51",""
"2013","Bedfordshire and Hertfordshire","Million euro","57,518.51",""
"2013","Essex","Million euro","44,601.32",""
"2013","London","Million euro","473,339.71",""
"2013","Inner London - West","Million euro","200,698.68",""
"2013","Inner London - East","Million euro","115,815.41",""
"2013","Outer London - East and North East","Million euro","43,168.57",""
"2013","Outer London - South","Million euro","36,404.56",""
"2013","Outer London - West and North West","Million euro","77,252.49",""
"2013","South East (UK)","Million euro","311,949.34",""
"2013","Berkshire, Buckinghamshire and Oxfordshire","Million euro","104,671.34",""
"2013","Surrey, East and West Sussex","Million euro","95,783.27",""
"2013","Hampshire and Isle of Wight","Million euro","64,906.55",""
"2013","Kent","Million euro","46,588.17",""
"2013","South West (UK)","Million euro","154,136.9",""
"2013","Gloucestershire, Wiltshire and Bristol/Bath area","Million euro","80,896.38",""
"2013","Dorset and Somerset","Million euro","32,961.2",""
"2013","Cornwall and Isles of Scilly","Million euro","11,749.62",""
"2013","Devon","Million euro","28,529.7",""
"2013","Wales","Million euro","73,472.72",""
"2013","West Wales and The Valleys","Million euro","40,578.8",""
"2013","East Wales","Million euro","32,892.6",""
"2013","Scotland","Million euro","163,663.51",""
"2013","North Eastern Scotland","Million euro","24,957.06",""
"2013","Highlands and Islands","Million euro","14,309.05",""
"2013","Eastern Scotland","Million euro","63,750.85",""
"2013","West Central Scotland","Million euro","42,130.29",""
"2013","Southern Scotland","Million euro","18,517.59",""
"2013","Northern Ireland (UK)","Million euro","45,551.21",""
"2013","Northern Ireland (UK)","Million euro","45,551.21",""
"2013","Extra-Regio NUTS 1","Million euro","29,620.75",""
"2013","Extra-Regio NUTS 2","Million euro","29,620.75",""
"2013","Norway","Million euro","393,408.74",""
"2013","Norge","Million euro","306,970.43",""
"2013","Oslo og Akershus","Million euro","97,894.94",""
"2013","Hedmark og Oppland","Million euro","16,513.62",""
"2013","Sør-Østlandet","Million euro","43,848.69",""
"2013","Agder og Rogaland","Million euro","47,052.22",""
"2013","Vestlandet","Million euro","53,796.7",""
"2013","Trøndelag","Million euro","23,664.34",""
"2013","Nord-Norge","Million euro","24,199.93",""
"2013","Extra-Regio level 1","Million euro","86,438.31",""
"2013","Extra-Regio level 2","Million euro","86,438.31",""
"2013","Montenegro","Million euro","3,362.48",""
"2013","Crna Gora","Million euro","3,362.48",""
"2013","Crna Gora","Million euro","3,362.48",""
"2013","North Macedonia","Million euro","8,149.57",""
"2013","Severna Makedonija","Million euro","8,149.57",""
"2013","Severna Makedonija","Million euro","8,149.57",""
"2013","Albania","Million euro","9,625.36",""
"2013","Shqipëria","Million euro","9,625.36",""
"2013","Veri","Million euro","2,276.67",""
"2013","Qender","Million euro","4,319.08",""
"2013","Jug","Million euro","3,029.61",""
"2013","Serbia","Million euro","36,426.67",""
"2013","Srbija - sever","Million euro","24,451.08",""
"2013","Beogradski region","Million euro","14,534.25",""
"2013","Region Vojvodine","Million euro","9,916.83",""
"2013","Srbija - jug","Million euro","11,952.85",""
"2013","Region Sumadije i Zapadne Srbije","Million euro","6,873.9",""
"2013","Region Juzne i Istocne Srbije","Million euro","5,078.95",""
"2013","Extra-Regio level 1","Million euro","22.74",""
"2013","Extra-Regio level 2","Million euro","22.74",""
"2013","Turkey","Million euro","714,313.43",""
"2013","Istanbul","Million euro","218,216.36",""
"2013","Istanbul","Million euro","218,216.36",""
"2013","Bati Marmara","Million euro","30,446.67",""
"2013","Tekirdag, Edirne, Kirklareli","Million euro","16,790.24",""
"2013","Balikesir, Çanakkale","Million euro","13,656.43",""
"2013","Ege","Million euro","90,416.77",""
"2013","Izmir","Million euro","44,547.48",""
"2013","Aydin, Denizli, Mugla","Million euro","23,334.3",""
"2013","Manisa, Afyonkarahisar, Kütahya, Usak","Million euro","22,534.99",""
"2013","Dogu Marmara","Million euro","80,682.8",""
"2013","Bursa, Eskisehir, Bilecik","Million euro","39,300.43",""
"2013","Kocaeli, Sakarya, Düzce, Bolu, Yalova","Million euro","41,382.37",""
"2013","Bati Anadolu","Million euro","83,076.7",""
"2013","Ankara","Million euro","66,176.83",""
"2013","Konya, Karaman","Million euro","16,899.88",""
"2013","Akdeniz","Million euro","72,486.49",""
"2013","Antalya, Isparta, Burdur","Million euro","27,900.55",""
"2013","Adana, Mersin","Million euro","27,044.25",""
"2013","Hatay, Kahramanmaras, Osmaniye","Million euro","17,541.69",""
"2013","Orta Anadolu","Million euro","26,896.3",""
"2013","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Million euro","9,605.91",""
"2013","Kayseri, Sivas, Yozgat","Million euro","17,290.39",""
"2013","Bati Karadeniz","Million euro","28,892.9",""
"2013","Zonguldak, Karabük, Bartin","Million euro","6,744.82",""
"2013","Kastamonu, Çankiri, Sinop","Million euro","5,111.08",""
"2013","Samsun, Tokat, Çorum, Amasya","Million euro","17,037",""
"2013","Dogu Karadeniz","Million euro","16,586.26",""
"2013","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane","Million euro","16,586.26",""
"2013","Kuzeydogu Anadolu","Million euro","10,952.77",""
"2013","Erzurum, Erzincan, Bayburt","Million euro","6,459.41",""
"2013","Agri, Kars, Igdir, Ardahan","Million euro","4,493.37",""
"2013","Ortadogu Anadolu","Million euro","17,718.33",""
"2013","Malatya, Elazig, Bingöl, Tunceli","Million euro","9,457.07",""
"2013","Van, Mus, Bitlis, Hakkari","Million euro","8,261.26",""
"2013","Güneydogu Anadolu","Million euro","37,941.08",""
"2013","Gaziantep, Adiyaman, Kilis","Million euro","15,023.27",""
"2013","Sanliurfa, Diyarbakir","Million euro","13,475.48",""
"2013","Mardin, Batman, Sirnak, Siirt","Million euro","9,442.34",""
"2014","European Union - 27 countries (from 2020)","Million euro","11,781,668.79",""
"2014","European Union - 28 countries (2013-2020)","Million euro","14,091,453.79",""
"2014","Belgium","Million euro","403,003.3",""
"2014","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Million euro","72,680.1",""
"2014","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Million euro","72,680.1",""
"2014","Vlaams Gewest","Million euro","236,044.55",""
"2014","Prov. Antwerpen","Million euro","77,005.19",""
"2014","Prov. Limburg (BE)","Million euro","25,776.75",""
"2014","Prov. Oost-Vlaanderen","Million euro","48,492.12",""
"2014","Prov. Vlaams-Brabant","Million euro","43,103.66",""
"2014","Prov. West-Vlaanderen","Million euro","41,666.84",""
"2014","Région wallonne","Million euro","94,007.17",""
"2014","Prov. Brabant wallon","Million euro","15,701.35",""
"2014","Prov. Hainaut","Million euro","31,098.13",""
"2014","Prov. Liège","Million euro","28,565.41",""
"2014","Prov. Luxembourg (BE)","Million euro","6,389.71",""
"2014","Prov. Namur","Million euro","12,252.58",""
"2014","Extra-Regio NUTS 1","Million euro","271.47",""
"2014","Extra-Regio NUTS 2","Million euro","271.47",""
"2014","Bulgaria","Million euro","42,876.15",""
"2014","Severna i yugoiztochna Bulgaria","Million euro","16,780.29",""
"2014","Severozapaden","Million euro","3,047.33",""
"2014","Severen tsentralen","Million euro","3,540.57",""
"2014","Severoiztochen","Million euro","4,760.71",""
"2014","Yugoiztochen","Million euro","5,431.68",""
"2014","Yugozapadna i yuzhna tsentralna Bulgaria","Million euro","26,095.86",""
"2014","Yugozapaden","Million euro","20,259.34",""
"2014","Yuzhen tsentralen","Million euro","5,836.52",""
"2014","Czechia","Million euro","156,659.97",""
"2014","Cesko","Million euro","156,659.97",""
"2014","Praha","Million euro","37,903.92",""
"2014","Strední Cechy","Million euro","17,912.91",""
"2014","Jihozápad","Million euro","16,070.33",""
"2014","Severozápad","Million euro","12,360.29",""
"2014","Severovýchod","Million euro","18,508.71",""
"2014","Jihovýchod","Million euro","23,518.73",""
"2014","Strední Morava","Million euro","15,138.59",""
"2014","Moravskoslezsko","Million euro","15,246.48",""
"2014","Denmark","Million euro","265,756.96",""
"2014","Danmark","Million euro","259,465.91",""
"2014","Hovedstaden","Million euro","105,454.55",""
"2014","Sjælland","Million euro","25,982.97",""
"2014","Syddanmark","Million euro","51,473.07",""
"2014","Midtjylland","Million euro","53,675.21",""
"2014","Nordjylland","Million euro","22,880.11",""
"2014","Extra-Regio NUTS 1","Million euro","6,291.05",""
"2014","Extra-Regio NUTS 2","Million euro","6,291.05",""
"2014","Germany (until 1990 former territory of the FRG)","Million euro","2,927,430",""
"2014","Baden-Württemberg","Million euro","438,600.16","e"
"2014","Stuttgart","Million euro","184,808.88","e"
"2014","Karlsruhe","Million euro","108,141.78","e"
"2014","Freiburg","Million euro","76,523.22","e"
"2014","Tübingen","Million euro","69,126.27","e"
"2014","Bayern","Million euro","528,370.58","e"
"2014","Oberbayern","Million euro","231,278.79","e"
"2014","Niederbayern","Million euro","42,501.93","e"
"2014","Oberpfalz","Million euro","40,736.37","e"
"2014","Oberfranken","Million euro","34,599.46","e"
"2014","Mittelfranken","Million euro","67,245.8","e"
"2014","Unterfranken","Million euro","46,938.38","e"
"2014","Schwaben","Million euro","65,069.86","e"
"2014","Berlin","Million euro","117,617.46","e"
"2014","Berlin","Million euro","117,617.46","e"
"2014","Brandenburg","Million euro","63,776.48","e"
"2014","Brandenburg","Million euro","63,776.48","e"
"2014","Bremen","Million euro","29,869.22","e"
"2014","Bremen","Million euro","29,869.22","e"
"2014","Hamburg","Million euro","104,656.86","e"
"2014","Hamburg","Million euro","104,656.86","e"
"2014","Hessen","Million euro","253,483.6","e"
"2014","Darmstadt","Million euro","182,456.89","e"
"2014","Gießen","Million euro","31,502.82","e"
"2014","Kassel","Million euro","39,523.88","e"
"2014","Mecklenburg-Vorpommern","Million euro","39,425.08","e"
"2014","Mecklenburg-Vorpommern","Million euro","39,425.08","e"
"2014","Niedersachsen","Million euro","255,034.82","e"
"2014","Braunschweig","Million euro","60,048.63","e"
"2014","Hannover","Million euro","72,780.66","e"
"2014","Lüneburg","Million euro","43,462.9","e"
"2014","Weser-Ems","Million euro","78,742.64","e"
"2014","Nordrhein-Westfalen","Million euro","628,327.59","e"
"2014","Düsseldorf","Million euro","196,846.75","e"
"2014","Köln","Million euro","168,089.32","e"
"2014","Münster","Million euro","79,144.16","e"
"2014","Detmold","Million euro","70,614.93","e"
"2014","Arnsberg","Million euro","113,632.42","e"
"2014","Rheinland-Pfalz","Million euro","129,722.07","e"
"2014","Koblenz","Million euro","46,099.86","e"
"2014","Trier","Million euro","14,802.2","e"
"2014","Rheinhessen-Pfalz","Million euro","68,820.02","e"
"2014","Saarland","Million euro","33,290.03","e"
"2014","Saarland","Million euro","33,290.03","e"
"2014","Sachsen","Million euro","108,824.66","e"
"2014","Dresden","Million euro","42,867.35","e"
"2014","Chemnitz","Million euro","36,812.97","e"
"2014","Leipzig","Million euro","29,144.34","e"
"2014","Sachsen-Anhalt","Million euro","56,183.6","e"
"2014","Sachsen-Anhalt","Million euro","56,183.6","e"
"2014","Schleswig-Holstein","Million euro","83,857.85","e"
"2014","Schleswig-Holstein","Million euro","83,857.85","e"
"2014","Thüringen","Million euro","56,389.79","e"
"2014","Thüringen","Million euro","56,389.79","e"
"2014","Estonia","Million euro","20,179.99",""
"2014","Eesti","Million euro","20,179.99",""
"2014","Eesti","Million euro","20,179.99",""
"2014","Ireland","Million euro","194,818.2",""
"2014","Éire/Ireland","Million euro","194,818.2",""
"2014","Northern and Western","Million euro","21,278.03",""
"2014","Southern","Million euro","60,316.42",""
"2014","Eastern and Midland","Million euro","113,223.7",""
"2014","Greece","Million euro","178,656.5",""
"2014","Voreia Ellada","Million euro","39,134.38",""
"2014","Anatoliki Makedonia, Thraki","Million euro","6,877.74",""
"2014","Kentriki Makedonia","Million euro","23,771.4",""
"2014","Dytiki Makedonia","Million euro","4,530.01",""
"2014","Ipeiros","Million euro","3,955.23",""
"2014","Kentriki Ellada","Million euro","36,099.41",""
"2014","Thessalia","Million euro","9,114.24",""
"2014","Ionia Nisia","Million euro","3,111.77",""
"2014","Dytiki Ellada","Million euro","8,195.7",""
"2014","Sterea Ellada","Million euro","7,911.69",""
"2014","Peloponnisos","Million euro","7,766.01",""
"2014","Attiki","Million euro","86,047.09",""
"2014","Attiki","Million euro","86,047.09",""
"2014","Nisia Aigaiou, Kriti","Million euro","17,375.62",""
"2014","Voreio Aigaio","Million euro","2,552.55",""
"2014","Notio Aigaio","Million euro","6,042.11",""
"2014","Kriti","Million euro","8,780.96",""
"2014","Spain","Million euro","1,032,158",""
"2014","Noroeste (ES)","Million euro","86,900.34",""
"2014","Galicia","Million euro","54,190.14",""
"2014","Principado de Asturias","Million euro","20,653.06",""
"2014","Cantabria","Million euro","12,057.14",""
"2014","Noreste (ES)","Million euro","120,156.3",""
"2014","País Vasco","Million euro","62,677.35",""
"2014","Comunidad Foral de Navarra","Million euro","17,504.81",""
"2014","La Rioja","Million euro","7,685.6",""
"2014","Aragón","Million euro","32,288.53",""
"2014","Comunidad de Madrid","Million euro","194,959.97",""
"2014","Comunidad de Madrid","Million euro","194,959.97",""
"2014","Centro (ES)","Million euro","103,916.5",""
"2014","Castilla y León","Million euro","51,539.32",""
"2014","Castilla-la Mancha","Million euro","35,353.33",""
"2014","Extremadura","Million euro","17,023.84",""
"2014","Este (ES)","Million euro","318,459.98",""
"2014","Cataluña","Million euro","195,369.56",""
"2014","Comunidad Valenciana","Million euro","96,320.94",""
"2014","Illes Balears","Million euro","26,769.48",""
"2014","Sur (ES)","Million euro","167,378.99",""
"2014","Andalucía","Million euro","137,721.51",""
"2014","Región de Murcia","Million euro","26,712.38",""
"2014","Ciudad Autónoma de Ceuta (ES)","Million euro","1,542.83",""
"2014","Ciudad Autónoma de Melilla (ES)","Million euro","1,402.27",""
"2014","Canarias (ES)","Million euro","39,266.96",""
"2014","Canarias (ES)","Million euro","39,266.96",""
"2014","Extra-Regio NUTS 1","Million euro","1,115.67",""
"2014","Extra-Regio NUTS 2","Million euro","1,115.67",""
"2014","France","Million euro",":",""
"2014","Île de France","Million euro",":",""
"2014","Île de France","Million euro",":",""
"2014","Centre - Val de Loire","Million euro",":",""
"2014","Centre - Val de Loire","Million euro",":",""
"2014","Bourgogne - Franche-Comté","Million euro",":",""
"2014","Bourgogne","Million euro",":",""
"2014","Franche-Comté","Million euro",":",""
"2014","Normandie","Million euro",":",""
"2014","Basse-Normandie","Million euro",":",""
"2014","Haute-Normandie","Million euro",":",""
"2014","Nord-Pas-de-Calais - Picardie","Million euro",":",""
"2014","Nord-Pas-de-Calais","Million euro",":",""
"2014","Picardie","Million euro",":",""
"2014","Alsace - Champagne-Ardenne - Lorraine","Million euro",":",""
"2014","Alsace","Million euro",":",""
"2014","Champagne-Ardenne","Million euro",":",""
"2014","Lorraine","Million euro",":",""
"2014","Pays-de-la-Loire","Million euro",":",""
"2014","Pays-de-la-Loire","Million euro",":",""
"2014","Bretagne","Million euro",":",""
"2014","Bretagne","Million euro",":",""
"2014","Aquitaine - Limousin - Poitou-Charentes","Million euro",":",""
"2014","Aquitaine","Million euro",":",""
"2014","Limousin","Million euro",":",""
"2014","Poitou-Charentes","Million euro",":",""
"2014","Languedoc-Roussillon - Midi-Pyrénées","Million euro",":",""
"2014","Languedoc-Roussillon","Million euro",":",""
"2014","Midi-Pyrénées","Million euro",":",""
"2014","Auvergne - Rhône-Alpes","Million euro",":",""
"2014","Auvergne","Million euro",":",""
"2014","Rhône-Alpes","Million euro",":",""
"2014","Provence-Alpes-Côte d'Azur","Million euro",":",""
"2014","Provence-Alpes-Côte d'Azur","Million euro",":",""
"2014","Corse","Million euro",":",""
"2014","Corse","Million euro",":",""
"2014","RUP FR - Régions ultrapériphériques françaises","Million euro",":",""
"2014","Guadeloupe","Million euro",":",""
"2014","Martinique","Million euro",":",""
"2014","Guyane","Million euro",":",""
"2014","La Réunion","Million euro",":",""
"2014","Mayotte","Million euro",":",""
"2014","Extra-Regio NUTS 1","Million euro",":",""
"2014","Extra-Regio NUTS 2","Million euro",":",""
"2014","Croatia","Million euro","43,401.29",""
"2014","Hrvatska","Million euro","43,401.29",""
"2014","Jadranska Hrvatska","Million euro","13,975.52",""
"2014","Kontinentalna Hrvatska","Million euro","29,425.77",""
"2014","Italy","Million euro","1,627,406",""
"2014","Nord-Ovest","Million euro","530,543.85",""
"2014","Piemonte","Million euro","125,911.32",""
"2014","Valle d'Aosta/Vallée d'Aoste","Million euro","4,425.23",""
"2014","Liguria","Million euro","47,409.2",""
"2014","Lombardia","Million euro","352,798.1",""
"2014","Nord-Est","Million euro","372,623.56",""
"2014","Provincia Autonoma di Bolzano/Bozen","Million euro","21,123.72",""
"2014","Provincia Autonoma di Trento","Million euro","18,616.4",""
"2014","Veneto","Million euro","150,034.53",""
"2014","Friuli-Venezia Giulia","Million euro","35,504.21",""
"2014","Emilia-Romagna","Million euro","147,344.7",""
"2014","Centro (IT)","Million euro","352,817.74",""
"2014","Toscana","Million euro","109,098.86",""
"2014","Umbria","Million euro","20,910.28",""
"2014","Marche","Million euro","40,391.25",""
"2014","Lazio","Million euro","182,417.35",""
"2014","Sud","Million euro","251,881.25",""
"2014","Abruzzo","Million euro","31,547.93",""
"2014","Molise","Million euro","5,922.97",""
"2014","Campania","Million euro","100,286.58",""
"2014","Puglia","Million euro","70,867.99",""
"2014","Basilicata","Million euro","11,046",""
"2014","Calabria","Million euro","32,209.9",""
"2014","Isole","Million euro","117,970.98",""
"2014","Sicilia","Million euro","85,269.02",""
"2014","Sardegna","Million euro","32,701.96",""
"2014","Extra-Regio NUTS 1","Million euro","1,568.62",""
"2014","Extra-Regio NUTS 2","Million euro","1,568.62",""
"2014","Cyprus","Million euro","17,408.53",""
"2014","Kypros","Million euro","17,408.53",""
"2014","Kypros","Million euro","17,408.53",""
"2014","Latvia","Million euro","23,654.17",""
"2014","Latvija","Million euro","23,619.46",""
"2014","Latvija","Million euro","23,619.46",""
"2014","Extra-Regio NUTS 1","Million euro","34.71",""
"2014","Extra-Regio NUTS 2","Million euro","34.71",""
"2014","Lithuania","Million euro","36,544.76",""
"2014","Lietuva","Million euro","36,544.76",""
"2014","Sostines regionas","Million euro","14,627.99",""
"2014","Vidurio ir vakaru Lietuvos regionas","Million euro","21,916.66",""
"2014","Luxembourg","Million euro","49,824.51",""
"2014","Luxembourg","Million euro","49,824.51",""
"2014","Luxembourg","Million euro","49,824.51",""
"2014","Hungary","Million euro","105,905.89",""
"2014","Közép-Magyarország","Million euro","50,104.44",""
"2014","Budapest","Million euro","39,131.55",""
"2014","Pest","Million euro","10,972.89",""
"2014","Dunántúl","Million euro","28,014.25",""
"2014","Közép-Dunántúl","Million euro","10,348.89",""
"2014","Nyugat-Dunántúl","Million euro","11,198.06",""
"2014","Dél-Dunántúl","Million euro","6,467.3",""
"2014","Alföld és Észak","Million euro","27,787.2",""
"2014","Észak-Magyarország","Million euro","7,877.93",""
"2014","Észak-Alföld","Million euro","10,190.62",""
"2014","Dél-Alföld","Million euro","9,718.64",""
"2014","Extra-Regio NUTS 1","Million euro","0",""
"2014","Extra-Regio NUTS 2","Million euro","0",""
"2014","Malta","Million euro","8,510.44",""
"2014","Malta","Million euro","8,495.03",""
"2014","Malta","Million euro","8,495.03",""
"2014","Extra-Regio NUTS 1","Million euro","15.42",""
"2014","Extra-Regio NUTS 2","Million euro","15.42",""
"2014","Netherlands","Million euro","671,560",""
"2014","Noord-Nederland","Million euro","58,458.12",""
"2014","Groningen","Million euro","26,144.49",""
"2014","Friesland (NL)","Million euro","18,333.12",""
"2014","Drenthe","Million euro","13,981.63",""
"2014","Oost-Nederland","Million euro","116,303.33",""
"2014","Overijssel","Million euro","37,108.16",""
"2014","Gelderland","Million euro","67,403.17",""
"2014","Flevoland","Million euro","11,792",""
"2014","West-Nederland","Million euro","357,665.15",""
"2014","Utrecht","Million euro","61,711.47",""
"2014","Noord-Holland","Million euro","140,768.95",""
"2014","Zuid-Holland","Million euro","143,220.62",""
"2014","Zeeland","Million euro","11,964.11",""
"2014","Zuid-Nederland","Million euro","134,950.68",""
