"TIME","GEO","DEG_URB","Value","Flag and Footnotes"
"2017","Nord-Est","Total","1,221.3",""
"2017","Sud-Est","Total","954.2",""
"2017","Macroregiunea trei","Total","2,030.2",""
"2017","Sud - Muntenia","Total","1,127.2",""
"2017","Bucuresti - Ilfov","Total","903.0",""
"2017","Macroregiunea patru","Total","1,449.5",""
"2017","Sud-Vest Oltenia","Total","762.0",""
"2017","Vest","Total","687.5",""
"2017","Slovenia","Total","881.1",""
"2017","Slovenija","Total","881.1",""
"2017","Vzhodna Slovenija","Total","465.0",""
"2017","Vzhodna Slovenija (NUTS 2010)","Total",":",""
"2017","Zahodna Slovenija","Total","416.1",""
"2017","Zahodna Slovenija (NUTS 2010)","Total",":",""
"2017","Slovakia","Total","1,874.5",""
"2017","Slovensko","Total","1,874.5",""
"2017","Bratislavský kraj","Total","258.8",""
"2017","Západné Slovensko","Total","645.8",""
"2017","Stredné Slovensko","Total","468.8",""
"2017","Východné Slovensko","Total","501.1",""
"2017","Finland","Total","2,655.5",""
"2017","Manner-Suomi","Total","2,641.9",""
"2017","Länsi-Suomi","Total","666.8",""
"2017","Helsinki-Uusimaa","Total","766.6",""
"2017","Etelä-Suomi","Total","582.9",""
"2017","Pohjois- ja Itä-Suomi","Total","625.6",""
"2017","Åland","Total","13.6",""
"2017","Åland","Total","13.6",""
"2017","Sweden","Total","4,862.7",""
"2017","Östra Sverige","Total","1,939.6",""
"2017","Stockholm","Total","1,130.4",""
"2017","Östra Mellansverige","Total","809.2",""
"2017","Södra Sverige","Total","2,055.4",""
"2017","Småland med öarna","Total","395.6",""
"2017","Sydsverige","Total","703.7",""
"2017","Västsverige","Total","956.2",""
"2017","Norra Sverige","Total","867.6",""
"2017","Norra Mellansverige","Total","420.2",""
"2017","Mellersta Norrland","Total","185.6",""
"2017","Övre Norrland","Total","261.8",""
"2017","United Kingdom","Total","28,811.0",""
"2017","North East (UK)","Total","1,176.3",""
"2017","Tees Valley and Durham","Total","544.7",""
"2017","Northumberland and Tyne and Wear","Total","631.6",""
"2017","North West (UK)","Total","3,184.5",""
"2017","Cumbria","Total","244.3",""
"2017","Greater Manchester","Total","1,198.6",""
"2017","Lancashire","Total","636.1",""
"2017","Cheshire","Total","404.3",""
"2017","Merseyside","Total","701.1",""
"2017","Yorkshire and The Humber","Total","2,381.8",""
"2017","East Yorkshire and Northern Lincolnshire","Total","421.4",""
"2017","North Yorkshire","Total","365.5",""
"2017","South Yorkshire","Total","610.1",""
"2017","West Yorkshire","Total","984.9",""
"2017","East Midlands (UK)","Total","2,033.2",""
"2017","Derbyshire and Nottinghamshire","Total","956.4",""
"2017","Leicestershire, Rutland and Northamptonshire","Total","745.9",""
"2017","Lincolnshire","Total","330.9",""
"2017","West Midlands (UK)","Total","2,407.8",""
"2017","Herefordshire, Worcestershire and Warwickshire","Total","584.1",""
"2017","Shropshire and Staffordshire","Total","690.5",""
"2017","West Midlands","Total","1,133.2",""
"2017","East of England","Total","2,640.4",""
"2017","East Anglia","Total","1,107.3",""
"2017","Bedfordshire and Hertfordshire","Total","764.3",""
"2017","Essex","Total","768.8",""
"2017","London","Total","3,877.7",""
"2017","Inner London (NUTS 2010)","Total",":",""
"2017","Outer London (NUTS 2010)","Total",":",""
"2017","Inner London - West","Total","568.7",""
"2017","Inner London - East","Total","1,137.5",""
"2017","Outer London - East and North East","Total","768.8",""
"2017","Outer London - South","Total","569.2",""
"2017","Outer London - West and North West","Total","833.4",""
"2017","South East (UK)","Total","3,880.7",""
"2017","Berkshire, Buckinghamshire and Oxfordshire","Total","973.2",""
"2017","Surrey, East and West Sussex","Total","1,257.1",""
"2017","Hampshire and Isle of Wight","Total","866.0",""
"2017","Kent","Total","784.3",""
"2017","South West (UK)","Total","2,507.1",""
"2017","Gloucestershire, Wiltshire and Bristol/Bath area","Total","1,110.1",""
"2017","Dorset and Somerset","Total","589.4",""
"2017","Cornwall and Isles of Scilly","Total","258.8",""
"2017","Devon","Total","548.8",""
"2017","Wales","Total","1,397.5",""
"2017","West Wales and The Valleys","Total","866.6",""
"2017","East Wales","Total","530.9",""
"2017","Scotland","Total","2,525.4",""
"2017","Eastern Scotland (NUTS 2013)","Total",":",""
"2017","South Western Scotland (NUTS 2013)","Total",":",""
"2017","North Eastern Scotland","Total","222.2",""
"2017","Highlands and Islands","Total","227.6",""
"2017","Eastern Scotland","Total","912.8",""
"2017","West Central Scotland","Total","726.1",""
"2017","Southern Scotland","Total","436.6",""
"2017","Northern Ireland (UK)","Total","798.6",""
"2017","Northern Ireland (UK)","Total","798.6",""
"2017","Montenegro","Total","179.6",""
"2017","Crna Gora","Total","179.6",""
"2017","Crna Gora","Total","179.6",""
"2017","North Macedonia","Total","566.8",""
"2017","Severna Makedonija","Total","566.8",""
"2017","Severna Makedonija","Total","566.8",""
"2017","Serbia","Total","2,429.8",""
"2017","Srbija - sever","Total","1,297.6",""
"2017","Beogradski region","Total","618.9",""
"2017","Region Vojvodine","Total","678.7",""
"2017","Srbija - jug","Total","1,132.2",""
"2017","Region Sumadije i Zapadne Srbije","Total","636.0",""
"2017","Region Juzne i Istocne Srbije","Total","496.2",""
"2017","Turkey","Total","23,087.9",""
"2017","Istanbul","Total","4,411.8",""
"2017","Istanbul","Total","4,411.8",""
"2017","Bati Marmara","Total","1,241.8",""
"2017","Tekirdag, Edirne, Kirklareli","Total","601.1",""
"2017","Balikesir, Çanakkale","Total","640.7",""
"2017","Ege","Total","3,511.6",""
"2017","Izmir","Total","1,454.7",""
"2017","Aydin, Denizli, Mugla","Total","1,026.7",""
"2017","Manisa, Afyonkarahisar, Kütahya, Usak","Total","1,030.2",""
"2017","Dogu Marmara","Total","2,383.8",""
"2017","Bursa, Eskisehir, Bilecik","Total","1,310.2",""
"2017","Kocaeli, Sakarya, Düzce, Bolu, Yalova","Total","1,073.6",""
"2017","Bati Anadolu","Total","2,333.9",""
"2017","Ankara","Total","1,685.5",""
"2017","Konya, Karaman","Total","648.4",""
"2017","Akdeniz","Total","2,982.6",""
"2017","Antalya, Isparta, Burdur","Total","977.5",""
"2017","Adana, Mersin","Total","1,135.8",""
"2017","Hatay, Kahramanmaras, Osmaniye","Total","869.3",""
"2017","Orta Anadolu","Total","1,120.2",""
"2017","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Total","465.0",""
"2017","Kayseri, Sivas, Yozgat","Total","655.2",""
"2017","Bati Karadeniz","Total","1,350.9",""
"2017","Zonguldak, Karabük, Bartin","Total","332.2",""
"2017","Kastamonu, Çankiri, Sinop","Total","244.8",""
"2017","Samsun, Tokat, Çorum, Amasya","Total","773.9",""
"2017","Dogu Karadeniz","Total","796.4",""
"2017","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane","Total","796.4",""
"2017","Kuzeydogu Anadolu","Total","498.4",""
"2017","Erzurum, Erzincan, Bayburt","Total","270.3",""
"2017","Agri, Kars, Igdir, Ardahan","Total","228.1",""
"2017","Ortadogu Anadolu","Total","786.5",""
"2017","Malatya, Elazig, Bingöl, Tunceli","Total","457.5",""
"2017","Van, Mus, Bitlis, Hakkari","Total","329.0",""
"2017","Güneydogu Anadolu","Total","1,670.0",""
"2017","Gaziantep, Adiyaman, Kilis","Total","657.4",""
"2017","Sanliurfa, Diyarbakir","Total","646.5",""
"2017","Mardin, Batman, Sirnak, Siirt","Total","366.1",""
"2018","European Union - 27 countries (from 2020)","Total","193,874.4",""
"2018","European Union - 28 countries (2013-2020)","Total","222,900.7",""
"2018","European Union - 15 countries (1995-2004)","Total","181,646.4",""
"2018","Euro area - 19 countries  (from 2015)","Total","151,055.9",""
"2018","Belgium","Total","4,770.4",""
"2018","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Total","529.0",""
"2018","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Total","529.0",""
"2018","Vlaams Gewest","Total","2,705.0",""
"2018","Prov. Antwerpen","Total","757.1",""
"2018","Prov. Limburg (BE)","Total","352.2",""
"2018","Prov. Oost-Vlaanderen","Total","633.2",""
"2018","Prov. Vlaams-Brabant","Total","460.4",""
"2018","Prov. West-Vlaanderen","Total","502.1",""
"2018","Région wallonne","Total","1,536.4",""
"2018","Prov. Brabant wallon","Total","163.5",""
"2018","Prov. Hainaut","Total","579.9",""
"2018","Prov. Liège","Total","468.2",""
"2018","Prov. Luxembourg (BE)","Total","119.2",""
"2018","Prov. Namur","Total","205.6",""
"2018","Bulgaria","Total","2,708.0",""
"2018","Severna i yugoiztochna Bulgaria","Total","1,346.6",""
"2018","Severozapaden","Total","290.9",""
"2018","Severen tsentralen","Total","305.8",""
"2018","Severoiztochen","Total","357.6",""
"2018","Yugoiztochen","Total","392.4",""
"2018","Yugozapadna i yuzhna tsentralna Bulgaria","Total","1,361.4",""
"2018","Yugozapaden","Total","844.7",""
"2018","Yuzhen tsentralen","Total","516.7",""
"2018","Czechia","Total","4,762.9",""
"2018","Cesko","Total","4,762.9",""
"2018","Praha","Total","664.7",""
"2018","Strední Cechy","Total","589.2",""
"2018","Jihozápad","Total","522.7",""
"2018","Severozápad","Total","530.6",""
"2018","Severovýchod","Total","663.3",""
"2018","Jihovýchod","Total","701.4",""
"2018","Strední Morava","Total","539.7",""
"2018","Moravskoslezsko","Total","551.4",""
"2018","Denmark","Total","2,402.2",""
"2018","Danmark","Total","2,402.2",""
"2018","Hovedstaden","Total","730.2",""
"2018","Sjælland","Total","319.3",""
"2018","Syddanmark","Total","522.9",""
"2018","Midtjylland","Total","567.7",""
"2018","Nordjylland","Total","262.1",""
"2018","Germany (until 1990 former territory of the FRG)","Total","40,806.6",""
"2018","Baden-Württemberg","Total","5,192.3",""
"2018","Stuttgart","Total","1,926.1",""
"2018","Karlsruhe","Total","1,353.6",""
"2018","Freiburg","Total","1,061.8",""
"2018","Tübingen","Total","850.7",""
"2018","Bayern","Total","6,293.5",""
"2018","Oberbayern","Total","2,266.3",""
"2018","Niederbayern","Total","560.7",""
"2018","Oberpfalz","Total","543.0",""
"2018","Oberfranken","Total","522.6",""
"2018","Mittelfranken","Total","880.7",""
"2018","Unterfranken","Total","631.2",""
"2018","Schwaben","Total","889.0",""
"2018","Berlin","Total","2,004.5",""
"2018","Berlin","Total","2,004.5",""
"2018","Brandenburg","Total","1,249.8",""
"2018","Brandenburg","Total","1,249.8",""
"2018","Bremen","Total","362.4",""
"2018","Bremen","Total","362.4",""
"2018","Hamburg","Total","990.9",""
"2018","Hamburg","Total","990.9",""
"2018","Hessen","Total","3,041.7",""
"2018","Darmstadt","Total","1,936.6",""
"2018","Gießen","Total","509.3",""
"2018","Kassel","Total","595.9",""
"2018","Mecklenburg-Vorpommern","Total","821.6",""
"2018","Mecklenburg-Vorpommern","Total","821.6",""
"2018","Niedersachsen","Total","3,901.0",""
"2018","Braunschweig","Total","813.6",""
"2018","Hannover","Total","1,068.0",""
"2018","Lüneburg","Total","823.4",""
"2018","Weser-Ems","Total","1,196.0",""
"2018","Nordrhein-Westfalen","Total","8,705.5",""
"2018","Düsseldorf","Total","2,576.8",""
"2018","Köln","Total","2,196.1",""
"2018","Münster","Total","1,231.9",""
"2018","Detmold","Total","958.3",""
"2018","Arnsberg","Total","1,742.3",""
"2018","Rheinland-Pfalz","Total","1,939.0",""
"2018","Koblenz","Total","707.2",""
"2018","Trier","Total","253.6",""
"2018","Rheinhessen-Pfalz","Total","978.3",""
"2018","Saarland","Total","490.3",""
"2018","Saarland","Total","490.3",""
"2018","Sachsen","Total","2,137.4",""
"2018","Dresden","Total","821.7",""
"2018","Chemnitz","Total","757.2",""
"2018","Leipzig","Total","558.5",""
"2018","Sachsen-Anhalt","Total","1,145.6",""
"2018","Sachsen-Anhalt","Total","1,145.6",""
"2018","Schleswig-Holstein","Total","1,439.7",""
"2018","Schleswig-Holstein","Total","1,439.7",""
"2018","Thüringen","Total","1,091.3",""
"2018","Thüringen","Total","1,091.3",""
"2018","Estonia","Total","610.9",""
"2018","Eesti","Total","610.9",""
"2018","Eesti","Total","610.9",""
"2018","Ireland","Total","1,842.0",""
"2018","Éire/Ireland","Total","1,842.0",""
"2018","Northern and Western","Total","329.3",""
"2018","Southern","Total","616.1",""
"2018","Eastern and Midland","Total","896.6",""
"2018","Border, Midland and Western (NUTS 2013)","Total",":",""
"2018","Southern and Eastern (NUTS 2013)","Total",":",""
"2018","Greece","Total","4,383.6",""
"2018","Voreia Ellada","Total","1,248.5",""
"2018","Anatoliki Makedonia, Thraki","Total","247.3",""
"2018","Kentriki Makedonia","Total","759.7",""
"2018","Dytiki Makedonia","Total","105.7",""
"2018","Ipeiros","Total","135.8",""
"2018","Kentriki Ellada","Total","1,074.3",""
"2018","Thessalia","Total","275.9",""
"2018","Ionia Nisia","Total","81.6",""
"2018","Dytiki Ellada","Total","272.4",""
"2018","Sterea Ellada","Total","216.6",""
"2018","Peloponnisos","Total","227.8",""
"2018","Attiki","Total","1,585.2",""
"2018","Attiki","Total","1,585.2",""
"2018","Nisia Aigaiou, Kriti","Total","475.6",""
"2018","Voreio Aigaio","Total","83.0",""
"2018","Notio Aigaio","Total","127.6",""
"2018","Kriti","Total","264.9",""
"2018","Spain","Total","18,580.6",""
"2018","Noroeste (ES)","Total","1,783.2",""
"2018","Galicia","Total","1,088.8",""
"2018","Principado de Asturias","Total","453.7",""
"2018","Cantabria","Total","240.7",""
"2018","Noreste (ES)","Total","1,828.5",""
"2018","País Vasco","Total","903.6",""
"2018","Comunidad Foral de Navarra","Total","257.9",""
"2018","La Rioja","Total","130.3",""
"2018","Aragón","Total","536.7",""
"2018","Comunidad de Madrid","Total","2,607.1",""
"2018","Comunidad de Madrid","Total","2,607.1",""
"2018","Centro (ES)","Total","2,231.9",""
"2018","Castilla y León","Total","1,021.0",""
"2018","Castilla-la Mancha","Total","783.0",""
"2018","Extremadura","Total","428.0",""
"2018","Este (ES)","Total","5,482.2",""
"2018","Cataluña","Total","3,030.0",""
"2018","Comunidad Valenciana","Total","1,998.7",""
"2018","Illes Balears","Total","453.5",""
"2018","Sur (ES)","Total","3,805.0",""
"2018","Andalucía","Total","3,210.5",""
"2018","Región de Murcia","Total","540.4",""
"2018","Ciudad Autónoma de Ceuta (ES)","Total","28.6",""
"2018","Ciudad Autónoma de Melilla (ES)","Total","25.5",""
"2018","Canarias (ES)","Total","842.8",""
"2018","Canarias (ES)","Total","842.8",""
"2018","France","Total","29,842.1",""
"2018","Île de France","Total","5,257.1",""
"2018","Île de France","Total","5,257.1",""
"2018","Centre - Val de Loire","Total","1,123.8",""
"2018","Centre - Val de Loire","Total","1,123.8",""
"2018","Bourgogne - Franche-Comté","Total","1,279.7",""
"2018","Bourgogne","Total","738.9",""
"2018","Franche-Comté","Total","540.7",""
"2018","Normandie","Total","1,543.1",""
"2018","Basse-Normandie","Total","684.1",""
"2018","Haute-Normandie","Total","859.1",""
"2018","Nord-Pas-de-Calais - Picardie","Total","2,561.9",""
"2018","Nord-Pas-de-Calais","Total","1,764.4",""
"2018","Picardie","Total","797.5",""
"2018","Alsace - Champagne-Ardenne - Lorraine","Total","2,482.1",""
"2018","Alsace","Total","849.6",""
"2018","Champagne-Ardenne","Total","581.0",""
"2018","Lorraine","Total","1,051.5",""
"2018","Pays-de-la-Loire","Total","1,703.3",""
"2018","Pays-de-la-Loire","Total","1,703.3",""
"2018","Bretagne","Total","1,504.0",""
"2018","Bretagne","Total","1,504.0",""
"2018","Aquitaine - Limousin - Poitou-Charentes","Total","2,826.7",""
"2018","Aquitaine","Total","1,617.4",""
"2018","Limousin","Total","360.9",""
"2018","Poitou-Charentes","Total","848.4",""
"2018","Languedoc-Roussillon - Midi-Pyrénées","Total","2,706.1",""
"2018","Languedoc-Roussillon","Total","1,289.7",""
"2018","Midi-Pyrénées","Total","1,416.4",""
"2018","Auvergne - Rhône-Alpes","Total","3,551.7",""
"2018","Auvergne","Total","650.2",""
"2018","Rhône-Alpes","Total","2,901.6",""
"2018","Provence-Alpes-Côte d'Azur","Total","2,293.9",""
"2018","Provence-Alpes-Côte d'Azur","Total","2,293.9",""
"2018","Corse","Total","163.1","u"
"2018","Corse","Total","163.1","u"
"2018","RUP FR - Régions ultrapériphériques françaises","Total","845.6",""
"2018","Guadeloupe","Total","181.6",""
"2018","Martinique","Total","177.5",""
"2018","Guyane","Total","76.6",""
"2018","La Réunion","Total","346.0",""
"2018","Mayotte","Total","63.9",""
"2018","Croatia","Total","1,473.6",""
"2018","Hrvatska","Total","1,473.6",""
"2018","Jadranska Hrvatska","Total","502.4",""
"2018","Kontinentalna Hrvatska","Total","971.2",""
"2018","Italy","Total","25,925.8",""
"2018","Nord-Ovest","Total","7,289.5",""
"2018","Piemonte","Total","2,004.3",""
"2018","Valle d'Aosta/Vallée d'Aoste","Total","60.8",""
"2018","Liguria","Total","769.4",""
"2018","Lombardia","Total","4,455.0",""
"2018","Nord-Est","Total","5,089.9",""
"2018","Provincia Autonoma di Bolzano/Bozen","Total","221.1",""
"2018","Provincia Autonoma di Trento","Total","234.9",""
"2018","Veneto","Total","2,071.4",""
"2018","Friuli-Venezia Giulia","Total","561.1",""
"2018","Emilia-Romagna","Total","2,001.4",""
"2018","Centro (IT)","Total","5,327.0",""
"2018","Toscana","Total","1,648.7",""
"2018","Umbria","Total","383.9",""
"2018","Marche","Total","644.3",""
"2018","Lazio","Total","2,650.1",""
"2018","Sud","Total","5,490.0",""
"2018","Abruzzo","Total","556.0",""
"2018","Molise","Total","130.4",""
"2018","Campania","Total","2,171.7",""
"2018","Puglia","Total","1,594.0",""
"2018","Basilicata","Total","235.1",""
"2018","Calabria","Total","802.8",""
"2018","Isole","Total","2,729.5",""
"2018","Sicilia","Total","2,006.2",""
"2018","Sardegna","Total","723.3",""
"2018","Cyprus","Total","326.8",""
"2018","Kypros","Total","326.8",""
"2018","Kypros","Total","326.8",""
"2018","Latvia","Total","854.4",""
"2018","Latvija","Total","854.4",""
"2018","Latvija","Total","854.4",""
"2018","Lithuania","Total","1,321.7",""
"2018","Lietuva","Total","1,321.7",""
"2018","Sostines regionas","Total","385.2",""
"2018","Vidurio ir vakaru Lietuvos regionas","Total","936.4",""
"2018","Lietuva (NUTS 2013)","Total",":",""
"2018","Luxembourg","Total","251.5",""
"2018","Luxembourg","Total","251.5",""
"2018","Luxembourg","Total","251.5",""
"2018","Hungary","Total","4,124.8",""
"2018","Közép-Magyarország","Total","1,313.4",""
"2018","Budapest","Total","804.0",""
"2018","Pest","Total","509.4",""
"2018","Közép-Magyarország (NUTS 2013)","Total",":",""
"2018","Dunántúl","Total","1,218.2",""
"2018","Közép-Dunántúl","Total","438.6",""
"2018","Nyugat-Dunántúl","Total","406.3",""
"2018","Dél-Dunántúl","Total","373.2",""
"2018","Alföld és Észak","Total","1,593.2",""
"2018","Észak-Magyarország","Total","461.4",""
"2018","Észak-Alföld","Total","577.4",""
"2018","Dél-Alföld","Total","554.4",""
"2018","Malta","Total","192.4",""
"2018","Malta","Total","192.4",""
"2018","Malta","Total","192.4",""
"2018","Netherlands","Total","7,834.2",""
"2018","Noord-Nederland","Total","811.5",""
"2018","Groningen","Total","301.1",""
"2018","Friesland (NL)","Total","286.5",""
"2018","Drenthe","Total","223.9",""
"2018","Oost-Nederland","Total","1,590.6",""
"2018","Overijssel","Total","503.1",""
"2018","Gelderland","Total","918.2",""
"2018","Flevoland","Total","169.3",""
"2018","West-Nederland","Total","3,782.0",""
"2018","Utrecht","Total","588.0",""
"2018","Noord-Holland","Total","1,335.2",""
"2018","Zuid-Holland","Total","1,682.8",""
"2018","Zeeland","Total","176.1",""
"2018","Zuid-Nederland","Total","1,650.1",""
"2018","Noord-Brabant","Total","1,131.3",""
"2018","Limburg (NL)","Total","518.8",""
"2018","Austria","Total","3,915.5",""
"2018","Ostösterreich","Total","1,756.2",""
"2018","Burgenland (AT)","Total","124.7",""
"2018","Niederösterreich","Total","722.3",""
"2018","Wien","Total","909.2",""
"2018","Südösterreich","Total","796.4",""
"2018","Kärnten","Total","252.3",""
"2018","Steiermark","Total","544.2",""
"2018","Westösterreich","Total","1,362.9",""
"2018","Oberösterreich","Total","631.9",""
"2018","Salzburg","Total","239.2",""
"2018","Tirol","Total","325.0",""
"2018","Vorarlberg","Total","166.8",""
"2018","Poland","Total","14,608.9",""
"2018","Makroregion Poludniowy","Total","3,082.4",""
"2018","Malopolskie","Total","1,226.8",""
"2018","Slaskie","Total","1,855.6",""
"2018","Makroregion Pólnocno-Zachodni","Total","2,306.0",""
"2018","Wielkopolskie","Total","1,254.9",""
"2018","Zachodniopomorskie","Total","672.0",""
"2018","Lubuskie","Total","379.1",""
"2018","Makroregion Poludniowo-Zachodni","Total","1,513.1",""
"2018","Dolnoslaskie","Total","1,164.8",""
"2018","Opolskie","Total","348.3",""
"2018","Makroregion Pólnocny","Total","2,191.8",""
"2018","Kujawsko-Pomorskie","Total","776.8",""
"2018","Warminsko-Mazurskie","Total","538.9",""
"2018","Pomorskie","Total","876.1",""
"2018","Makroregion Centralny","Total","1,411.7",""
"2018","Lódzkie","Total","984.7",""
"2018","Swietokrzyskie","Total","427.0",""
"2018","Makroregion Wschodni","Total","1,869.4",""
"2018","Lubelskie","Total","768.9",""
"2018","Podkarpackie","Total","675.8",""
"2018","Podlaskie","Total","424.6",""
"2018","Makroregion Województwo Mazowieckie","Total","2,234.6",""
"2018","Warszawski stoleczny","Total","1,343.2",""
"2018","Mazowiecki regionalny","Total","891.5",""
"2018","Portugal","Total","4,144.6",""
"2018","Continente","Total","3,968.1",""
"2018","Norte","Total","1,379.9",""
"2018","Algarve","Total","182.9",""
"2018","Centro (PT)","Total","918.4",""
"2018","Área Metropolitana de Lisboa","Total","1,182.6",""
"2018","Alentejo","Total","304.3",""
"2018","Região Autónoma dos Açores (PT)","Total","81.9",""
"2018","Região Autónoma dos Açores (PT)","Total","81.9",""
"2018","Região Autónoma da Madeira (PT)","Total","94.6",""
"2018","Região Autónoma da Madeira (PT)","Total","94.6",""
"2018","Romania","Total","7,494.3",""
"2018","Macroregiunea unu","Total","1,834.1",""
"2018","Nord-Vest","Total","957.1",""
"2018","Centru","Total","877.1",""
"2018","Macroregiunea doi","Total","2,176.1",""
"2018","Nord-Est","Total","1,223.2",""
"2018","Sud-Est","Total","952.9",""
"2018","Macroregiunea trei","Total","2,034.2",""
"2018","Sud - Muntenia","Total","1,124.9",""
"2018","Bucuresti - Ilfov","Total","909.3",""
"2018","Macroregiunea patru","Total","1,449.9",""
"2018","Sud-Vest Oltenia","Total","760.5",""
"2018","Vest","Total","689.3",""
"2018","Slovenia","Total","887.2",""
"2018","Slovenija","Total","887.2",""
"2018","Vzhodna Slovenija","Total","468.3",""
"2018","Vzhodna Slovenija (NUTS 2010)","Total",":",""
"2018","Zahodna Slovenija","Total","418.9",""
"2018","Zahodna Slovenija (NUTS 2010)","Total",":",""
"2018","Slovakia","Total","1,888.4",""
"2018","Slovensko","Total","1,888.4",""
"2018","Bratislavský kraj","Total","258.2",""
"2018","Západné Slovensko","Total","637.3",""
"2018","Stredné Slovensko","Total","469.2",""
"2018","Východné Slovensko","Total","523.6",""
"2018","Finland","Total","2,677.1",""
"2018","Manner-Suomi","Total","2,662.2",""
"2018","Länsi-Suomi","Total","670.6",""
"2018","Helsinki-Uusimaa","Total","778.9",""
"2018","Etelä-Suomi","Total","582.9",""
"2018","Pohjois- ja Itä-Suomi","Total","629.9",""
"2018","Åland","Total","14.9",""
"2018","Åland","Total","14.9",""
"2018","Sweden","Total","5,243.8","b"
"2018","Östra Sverige","Total","2,099.1","b"
"2018","Stockholm","Total","1,238.1","b"
"2018","Östra Mellansverige","Total","861.1","b"
"2018","Södra Sverige","Total","2,258.3","b"
"2018","Småland med öarna","Total","420.6","b"
"2018","Sydsverige","Total","792.6","b"
"2018","Västsverige","Total","1,045.0","b"
"2018","Norra Sverige","Total","886.4","b"
"2018","Norra Mellansverige","Total","431.3","b"
"2018","Mellersta Norrland","Total","198.0","b"
"2018","Övre Norrland","Total","257.1","b"
"2018","United Kingdom","Total","29,026.3",""
"2018","North East (UK)","Total","1,190.9",""
"2018","Tees Valley and Durham","Total","537.3",""
"2018","Northumberland and Tyne and Wear","Total","653.6",""
"2018","North West (UK)","Total","3,144.0",""
"2018","Cumbria","Total","221.8",""
"2018","Greater Manchester","Total","1,191.5",""
"2018","Lancashire","Total","619.8",""
"2018","Cheshire","Total","415.8",""
"2018","Merseyside","Total","695.1",""
"2018","Yorkshire and The Humber","Total","2,385.1",""
"2018","East Yorkshire and Northern Lincolnshire","Total","418.2",""
"2018","North Yorkshire","Total","366.5",""
"2018","South Yorkshire","Total","621.3",""
"2018","West Yorkshire","Total","979.1",""
"2018","East Midlands (UK)","Total","2,059.2",""
"2018","Derbyshire and Nottinghamshire","Total","948.8",""
"2018","Leicestershire, Rutland and Northamptonshire","Total","765.4",""
"2018","Lincolnshire","Total","345.0",""
"2018","West Midlands (UK)","Total","2,447.5",""
"2018","Herefordshire, Worcestershire and Warwickshire","Total","575.9",""
"2018","Shropshire and Staffordshire","Total","698.4",""
"2018","West Midlands","Total","1,173.3",""
"2018","East of England","Total","2,657.4",""
"2018","East Anglia","Total","1,099.2",""
"2018","Bedfordshire and Hertfordshire","Total","793.2",""
"2018","Essex","Total","765.0",""
"2018","London","Total","4,031.2",""
"2018","Inner London (NUTS 2010)","Total",":",""
"2018","Outer London (NUTS 2010)","Total",":",""
"2018","Inner London - West","Total","673.8",""
"2018","Inner London - East","Total","1,112.9",""
"2018","Outer London - East and North East","Total","793.4",""
"2018","Outer London - South","Total","556.8",""
"2018","Outer London - West and North West","Total","894.3",""
"2018","South East (UK)","Total","3,869.4",""
"2018","Berkshire, Buckinghamshire and Oxfordshire","Total","978.7",""
"2018","Surrey, East and West Sussex","Total","1,267.0",""
"2018","Hampshire and Isle of Wight","Total","871.0",""
"2018","Kent","Total","752.7",""
"2018","South West (UK)","Total","2,554.5",""
"2018","Gloucestershire, Wiltshire and Bristol/Bath area","Total","1,168.2",""
"2018","Dorset and Somerset","Total","582.6",""
"2018","Cornwall and Isles of Scilly","Total","279.7",""
"2018","Devon","Total","524.1",""
"2018","Wales","Total","1,352.2",""
"2018","West Wales and The Valleys","Total","854.9",""
"2018","East Wales","Total","497.3",""
"2018","Scotland","Total","2,545.3",""
"2018","Eastern Scotland (NUTS 2013)","Total",":",""
"2018","South Western Scotland (NUTS 2013)","Total",":",""
"2018","North Eastern Scotland","Total","228.7",""
"2018","Highlands and Islands","Total","235.5",""
"2018","Eastern Scotland","Total","907.4",""
"2018","West Central Scotland","Total","725.3",""
"2018","Southern Scotland","Total","448.5",""
"2018","Northern Ireland (UK)","Total","789.5",""
"2018","Northern Ireland (UK)","Total","789.5",""
"2018","Montenegro","Total","173.7",""
"2018","Crna Gora","Total","173.7",""
"2018","Crna Gora","Total","173.7",""
"2018","North Macedonia","Total","567.0",""
"2018","Severna Makedonija","Total","567.0",""
"2018","Severna Makedonija","Total","567.0",""
"2018","Serbia","Total","2,417.3",""
"2018","Srbija - sever","Total","1,295.4",""
"2018","Beogradski region","Total","620.3",""
"2018","Region Vojvodine","Total","675.1",""
"2018","Srbija - jug","Total","1,121.9",""
"2018","Region Sumadije i Zapadne Srbije","Total","630.9",""
"2018","Region Juzne i Istocne Srbije","Total","491.0",""
"2018","Turkey","Total","23,584.8",""
"2018","Istanbul","Total","4,495.6",""
"2018","Istanbul","Total","4,495.6",""
"2018","Bati Marmara","Total","1,283.2",""
"2018","Tekirdag, Edirne, Kirklareli","Total","620.0",""
"2018","Balikesir, Çanakkale","Total","663.3",""
"2018","Ege","Total","3,544.3",""
"2018","Izmir","Total","1,468.4",""
"2018","Aydin, Denizli, Mugla","Total","1,044.9",""
